"State.Abbreviation"	"St.FIPS"	"OoERMort"	"OoERFemale"	"OoERMale"	"OoERAge.20"	"OoERAge20_39"	"OoERAge40_64"	"OoERAge65plus"	"OoERAsian"	"OoERBlack"	"OoERNativeAmer"	"OoERWhite"	"OoERNotHispanic"	"OoERHispanic"	"OoERMort.SE"	"N.Female"	"N.Male"	"N.Age.20"	"N.Age20_39"	"N.Age40_64"	"N.Age65plus"	"N.Asian"	"N.Black"	"N.NativeAmer"	"N.White"	"N.NotHispanic"	"N.Hispanic"	"County.Population"	"Race.2.County"	"Race.3.County"	"Race.4.County"	"Hispanic.County"	"Age.County"	"County.Name"	"City.Names"	"Cities.Population"	"rev_general"	"own_source_rev"	"tax_income_indiv"	"tax_income_corp"	"tax_property"	"spending_general"	"spending_direct"	"education"	"social_services"	"public_welfare"	"health"	"hospitals"	"transportation"	"public_safety"	"envir_housing"	"PCI2005"	"Sub.HS.2000"	"HS.2000"	"Some.College.2000"	"College.2000"	"State"	"State.Total"	"State.EducationPrimSec"	"State.EducationPostSec"	"State.Welfare"	"State.HealthHospitals"	"State.Highways"	"State.Police"	"State.Other"	"State.X"	"State.Code2D"
"FL"	"FL103"	0.95627651216844	0.991890853119616	0.92275819344095	1.10200878517219	1.38572014195542	1.18251994249007	0.901373531989019	0.00868305643596617	1.01218380637353	0.522441825691346	106.468832991093	0.958751637477691	0.865261861264145	0.00283999239947695	4809886	4436104	1821445	2024182	3393062	2007301	322943	1017837	39713	7865497	8504518	741472	9245990	0.110084155401423	0.00429515930689953	0.0349278984727433	0.0801939002746055	44.4582866193885	"Pinellas"	"FL: St. Petersburg"	249423	4464.88	3216.06	0	0	1578.17	4382.9	5056.79	1336.29	208.67	112.15	96.52	0	220.11	821.42	1089.9	38321	16	29.7	31.4	22.9	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"GA"	"GA121"	0.978852620138745	0.989110531449846	0.968675010005896	0.891928974885807	0.921227790949909	0.940537318198464	1.00654718458169	0.0235224448870016	1.10057064818326	0.285788062895594	29.7099188173621	0.986751196309887	0.607116138920843	0.00393873381998171	4795194	4549278	2489099	2986992	2992004	876377	580199	4232055	35962	4496256	8643726	700746	9344472	0.452893967684852	0.00384847854432011	0.0620900784977471	0.074990432846286	35.7237770095517	"Fulton"	"GA: Atlanta"	397365	8191.17	6267.4	0	0	2448.96	8307.58	10451.3	2207.12	155.66	87.94	67.72	0	1787.63	985.88	1877.04	61576	16	19.4	23.3	41.4	"Georgia"	5884.982526	1588.540993	496.9320816	988.5128954	557.822598	418.230184	193.4867905	1641.456983	NA	13
"GA"	"GA215"	1.19881280460289	1.29472578142783	1.11039053402521	1.3161083875544	1.02437861492803	1.24869902192799	1.18890352522709	0.0174756677721167	1.13052855794042	0.615371375354628	75.1111656483906	1.20756894545759	0.745406491660302	0.00893641606825204	997485	940795	550225	586357	575569	226129	54416	919641	10669	953554	1809864	128416	1938280	0.474462409971728	0.00550436469447139	0.0280743752192666	0.066252553810595	35.9054468394659	"Mucogee"	"GA: Columbus"	185057	3677.76	2142.28	0	0	961.52	3734.07	3974.8	1911.11	280.61	57.95	196.17	26.49	118.01	497.44	328.47	32428	21.1	28.2	30.4	20.3	"Georgia"	5884.982526	1588.540993	496.9320816	988.5128954	557.822598	418.230184	193.4867905	1641.456983	NA	13
"IA"	"IA113"	0.940198213000749	0.989993793653698	0.891965213813212	0.883687671220619	0.719917566612283	0.847472176751813	0.977027436762421	0.00308869886893065	0.934974284073435	0.618468636697117	200.698822346759	0.94221485452025	0.653057466238787	0.00736239425304167	1076458	1045290	576440	573823	687620	283865	46874	104376	7524	1962974	2065381	56367	2121748	0.0491934009128323	0.00354613271698618	0.0220921617458812	0.0265663028785699	37.7640426667069	"Linn"	"IA: Cedar Rapids"	122301	2984.5	2192.07	0	0	1145.05	2956.01	3202.32	505.37	245.24	64.37	180.86	0	454.63	441.35	647.96	35223	9.4	30.3	32.5	27.7	"Iowa"	6480.706734	1476.74985	854.6700337	1091.671181	749.8035051	604.5534861	179.89957	1523.359108	NA	19
"IA"	"IA153"	1.02308075908795	1.07696586599756	0.971671526981259	1.0197408415422	0.847351272672623	0.979601806455312	1.04798716125498	0.0133332587392222	1.07643812914368	0.65725641834649	88.0258002539573	1.02714906653586	0.823513652910853	0.00580210504820019	2219461	2136625	1216847	1274748	1380678	483813	177172	301620	21715	3855579	4031122	324964	4356086	0.0692410572243064	0.00498497963538828	0.0406722915938758	0.0745999964188035	36.2522952944455	"Polk"	"IA: Des Moines"	198000	5120.07	3301.34	0	0	1647.06	5122.53	5439.79	1811.43	377.07	63.03	80.26	233.78	679.26	560.98	849.82	39295	11.7	29.5	29.1	29.7	"Iowa"	6480.706734	1476.74985	854.6700337	1091.671181	749.8035051	604.5534861	179.89957	1523.359108	NA	19
"ID"	"ID001"	0.920352250018494	0.899601019122868	0.942488473866657	0.971045618388627	0.794356539539751	0.766880945169936	0.978266885086053	0.00962596589047008	0.569859618716199	0.619709630136418	97.1202045740417	0.924545472408323	0.740734319052767	0.0058528630730388	1989852	1999773	1135895	1137868	1275425	440437	123883	61452	39149	3765141	3703644	285981	3989625	0.0154029514052073	0.00981270169502146	0.0310512892815741	0.0716811730425792	36.2376641914967	"Ada"	"ID: Boise"	196960	3317.45	2309.14	0	0	1320.51	3281.3	3301.82	1236.07	97.04	22.61	74.44	0	349.06	507.44	538.85	37544	9.2	23.1	36.5	31.2	"Idaho"	5649.353295	1245.857667	605.3334136	983.8850726	549.2511418	478.8484576	182.5602262	1603.617317	NA	16
"ID"	"ID027"	1.04324961206645	0.989997759840455	1.10070344937819	1.32029267449104	1.06212570133675	1.00659372047556	1.0435829458559	0.0101005006530562	0.482083538314018	0.613693648303131	142.51873556813	1.04310126956765	1.04514947711585	0.00920494456916248	961631	945528	645731	515020	531172	215236	28734	18663	35390	1824372	1455053	452106	1907159	0.00978575986585282	0.0185563972379859	0.0150663893256933	0.237057319290106	34.2692360731329	"Canyon"	"ID: Nampa"	66136	2909.94	1801.81	0	0	944.26	2763.46	2863.73	1119.3	76.41	20.57	55.84	0	260.78	427.36	552.54	22451	24	30.3	30.8	14.9	"Idaho"	5649.353295	1245.857667	605.3334136	983.8850726	549.2511418	478.8484576	182.5602262	1603.617317	NA	16
"IL"	"IL031"	0.9848803950905	1.03303807658526	0.939587542606068	1.04825997247852	0.953630879075664	0.97902827355244	0.986738252318167	0.0371972295687311	1.06415690181243	0.483260184247716	24.146635506728	0.995208601948434	0.872505913991054	0.00156611617550293	26813911	25197936	13597814	15691710	16347891	6374432	3584712	13315780	441885	34669470	39551627	12460220	52011847	0.256014365342573	0.00849585287751846	0.0689210671561039	0.239565036019582	37.193858122362	"Cook"	"IL: Chicago"	2786291	5710.19	3420.1	0	0	1322.58	6044.08	7763.77	1813.93	362.6	56.82	95.83	209.94	615.57	834.83	1092.11	40511	22.3	24.2	25.5	28	"Illinois"	6500.503533	1574.053662	588.183668	1042.694619	422.5777153	418.3531785	283.0143896	2171.6263	NA	17
"IL"	"IL089"	0.892140869946302	0.906361140140769	0.877411439683636	0.911999621361171	0.746005927538403	0.728185573497984	0.961203097305742	0.0137383298577241	0.905700340255034	0.245488850426748	55.8999804667781	0.910410611630875	0.730308536949726	0.00529425495287165	2574608	2559145	1592235	1345052	1673103	523363	204925	326621	55939	4546268	3580100	1553653	5133753	0.0636222662056394	0.0108963169829168	0.0399171911854739	0.302634933936245	35.4589865348021	"Kane"	"IL: Aurora"	170457	3873.13	2515.22	0	0	1644.66	3905.17	4311.58	1913.03	71.3	29.77	41.53	0	332.79	605.56	347.15	35256	19.8	25	27.5	27.7	"Illinois"	6500.503533	1574.053662	588.183668	1042.694619	422.5777153	418.3531785	283.0143896	2171.6263	NA	17
"IN"	"IN003"	1.04012590947669	1.08456366030629	0.997600923102111	1.18288965061074	1.06408217330713	1.00635242577867	1.04518406574251	0.00766521631908171	1.08016513671085	0.222719251478553	133.645892380722	1.04361752561166	0.836725374537267	0.00614470255381932	1829483	1743388	1052602	944447	1139948	435874	115150	467146	20172	2970403	3339417	233454	3572871	0.130748073468088	0.00564587974208976	0.0322289833582013	0.0653407301858925	36.6320042061412	"Allen"	"IN: Ft. Wayne"	253005	3822.4	2468.33	153.4	0	1345.93	3532.16	3687.71	1567.21	148.69	116.56	32.13	0	252.22	421.5	459.97	31625	14.3	31.9	31	22.7	"Indiana"	6092.663734	1535.273857	675.4549092	974.0718337	574.3108035	365.5147886	167.5558754	1800.481667	NA	18
"IN"	"IN089"	1.10618022355698	1.10707319288313	1.10530846869116	1.23673954633162	1.42704508871154	1.13308266565549	1.07877906955719	0.00478241001216172	1.10444264517727	0.269950455066601	189.744062555629	1.11653552766127	0.967043535844784	0.00513426167922617	2548182	2381266	1380619	1233556	1640712	674561	77429	1302091	30955	3518973	4101407	828041	4929448	0.264145397212832	0.00627960777758483	0.0157074382364922	0.167978443022424	38.0434675444391	"Lake"	"IN: Gary"	92787	6100.71	2454.28	0	0	1488.42	6277.75	6549.25	3064.04	114.06	34.78	79.28	0	272.58	616.27	919.78	30348	19.3	37.3	27.2	16.2	"Indiana"	6092.663734	1535.273857	675.4549092	974.0718337	574.3108035	365.5147886	167.5558754	1800.481667	NA	18
"IN"	"IN097"	1.1401698543744	1.1743983818346	1.10770606466733	1.25616595624031	1.22389425735459	1.20381022615669	1.1067707191767	0.00985376040712389	1.07301387709564	0.403274820952328	126.598582795017	1.14556785722143	0.871612941940594	0.00415727413652499	4705683	4379364	2515863	2764758	2816274	988152	233544	2577374	55031	6219098	8264699	820348	9085047	0.283694074450028	0.00605731593903697	0.0257064162684024	0.0902965058958969	35.9851530762582	"Marion"	"IN: Indianapolis"	870378	6396.11	4349.65	101.43	0	3063.07	5774.27	6817.39	2090.96	881.85	112.21	89.17	680.47	297.32	616.28	997.92	35134	18.4	29.6	26.6	25.4	"Indiana"	6092.663734	1535.273857	675.4549092	974.0718337	574.3108035	365.5147886	167.5558754	1800.481667	NA	18
"KS"	"KS173"	1.08950675124059	1.07798052634806	1.10128984381907	1.22609292895422	1.18986940802779	1.12905097809557	1.06786822064043	0.017127111851262	1.13645143828002	2.12269240006908	70.0114352391761	1.09134694892766	1.04230435726068	0.0054397197713024	2510571	2449987	1463863	1353580	1553078	590037	226533	522455	83944	4127626	4322256	638302	4960558	0.105321820650016	0.0169222897907856	0.0456668382871443	0.12867544336746	36.2781150830209	"Sedgwick"	"KS: Wichita"	358462	3977.81	2099.67	0	0	1006.07	3726.98	4041.61	1476.05	235.51	76.48	159.03	0	403.76	506.45	409.86	33662	14.9	29.3	30.4	25.4	"Kansas"	6136.589494	1385.636319	781.6682263	1007.055698	430.9337526	619.4472806	216.4966366	1695.351581	NA	20
"KS"	"KS177"	1.07906068194122	1.11201337489248	1.04781509228606	1.2138908806469	1.22503016565413	1.12771666365341	1.05753322701445	0.00495968111740444	1.16678859896758	1.75243338694157	221.611008241127	1.08001983197122	1.05238351439061	0.00822202626715148	914864	856469	479192	441044	587831	263266	27467	180832	31834	1531200	1579224	192109	1771333	0.102088088462192	0.017971776057918	0.0155064011114793	0.108454480326398	38.7737494869683	"Shawnee"	"KS: Topeka"	124054	3717.88	2490.45	0	0	1296.82	3923.75	4297.95	1359.4	87.62	33.83	53.8	0	182.1	630.52	748.14	32145	11.9	33.6	28.4	26	"Kansas"	6136.589494	1385.636319	781.6682263	1007.055698	430.9337526	619.4472806	216.4966366	1695.351581	NA	20
"KS"	"KS209"	1.21120505113815	1.18298565741745	1.2397847885944	1.25827695027848	1.43008199637502	1.30848317821998	1.15962390147115	0.018078185321585	1.08162312739089	1.70162545234721	114.839206538629	1.23074583154758	0.98691244467391	0.0104216917454101	801533	778637	485982	446174	476116	171898	54892	424339	26904	1074035	1168608	411562	1580170	0.268540093787377	0.0170260161881317	0.0347380345152737	0.260454254921939	35.1864150692647	"Wyandotte"	"KS: Kansas City"	154874	4668.36	2972.72	0	0	1155.12	4727.16	6616.86	1701.12	182.21	0.34	103.2	78.68	221.06	700.23	474.31	23786	26	34.3	27.7	12	"Kansas"	6136.589494	1385.636319	781.6682263	1007.055698	430.9337526	619.4472806	216.4966366	1695.351581	NA	20
"KY"	"KY067"	1.02424461667459	1.07262941383305	0.977688300943006	0.957711998123161	0.948203151228576	1.03356467965945	1.02874934502209	0.00648703172005859	0.999610508138497	0.433305691056539	98.0915580525451	1.02818246017344	0.785158471619959	0.00705236065254527	1516493	1464149	738927	1008238	909302	324175	110649	463778	11438	2394777	2786552	194090	2980642	0.155596680178297	0.00383742831242397	0.0371225393723902	0.0651168439550942	36.3344708958674	"Fayette"	"KY: Lexington"	272377	3187.63	2313.12	688.76	0	776.51	3049.75	3175.25	1179.99	143.55	47.73	95.82	0	104.6	548.57	384.68	35672	14.2	22.4	27.8	35.6	"Kentucky"	5686.751657	1266.927771	613.3906896	1295.648405	393.6152409	390.4794989	144.3713239	1582.318728	NA	21
"KY"	"KY111"	1.12457136975725	1.20871956217681	1.04756988237076	1.01793125404202	1.31745105990756	1.1753321017197	1.10178469434524	0.00686321488523482	1.07518381439805	0.384381517012885	162.431125220215	1.12849699285463	0.774670551490829	0.00419589894939194	3844857	3582017	1893859	2024517	2490570	1017928	188033	1623817	22729	5592295	7109108	317766	7426874	0.218640709402098	0.00306037237201008	0.0253179197600498	0.0427859689015863	38.5291159510717	"Jefferson"	"KY: Louisville"	706828	2985.89	2041.04	364.38	1.37	695.5	3134.42	3276.2	1340.62	95.14	27.97	67.17	0	232.2	406.17	590.7	35906	18.2	29.1	28	24.8	"Kentucky"	5686.751657	1266.927771	613.3906896	1295.648405	393.6152409	390.4794989	144.3713239	1582.318728	NA	21
"LA"	"LA017"	1.16735511499503	1.21908815665715	1.11809566254907	1.40578624722976	1.25513322651215	1.22609595561449	1.13442396497997	0.00525302893436218	1.15876458882599	0.308946143870904	236.017064657269	1.17281980531742	0.511599459522521	0.00709680986239945	1334556	1204613	692611	684692	808129	353737	32189	1225625	13229	1268126	2477523	61646	2539169	0.482687446168412	0.00520997223894904	0.0126769821150148	0.0242780216677188	37.8636512575571	"Caddo"	"LA: Shreveport"	196881	4313.33	2684.87	0	0	1025.13	4585.89	5008.68	1901.38	43.17	0.16	12.34	30.67	265.23	680.06	584.48	33258	21.3	32.2	25.9	20.6	"Louisiana"	6235.397983	1283.058619	519.4142937	981.499698	841.0187588	389.9484511	231.5853506	1988.872812	NA	22
"LA"	"LA033"	1.07986169512456	1.09493357678587	1.06503493536638	1.23746870312001	1.23329874179689	1.06687103508051	1.06573207472286	0.0138137037189399	1.1588542884998	0.396270696429051	77.5305113987066	1.08514383959066	0.716553068215578	0.00569413951519442	2291727	2108075	1192665	1387376	1320260	499501	136144	2033921	14228	2215509	4244350	155452	4399802	0.462275575128153	0.00323378188382114	0.0309432106262964	0.0353315899215465	36.0372919054085	"E. Baton Rouge"	"LA: Baton Rouge"	414162	3500.57	2534.49	0	0	674.5	3346.77	3574.22	1269.68	185.82	8.96	59.23	117.62	261.73	523.24	529.04	35073	16.1	26.4	26.7	30.8	"Louisiana"	6235.397983	1283.058619	519.4142937	981.499698	841.0187588	389.9484511	231.5853506	1988.872812	NA	22
"LA"	"LA071"	1.05416805642852	0.98074869436775	1.12938590112445	1.23123386249117	1.6422016681503	1.06091829332038	0.994439621877719	0.0363774960285019	1.09807833142491	0.426484997283388	33.8071856438596	1.05859994535613	0.864428292498535	0.0061890076231141	1742201	1618227	805902	1067189	1099803	387534	106843	2061562	14844	1177179	3183937	176491	3360428	0.613481973129613	0.00441729446368141	0.0317944618959252	0.0525203932356236	37.5035608559386	"Orleans"	"LA: New Orleans"	493765	4551.68	2896.38	0	0	832.17	4339.28	5083.67	1296.75	79.66	7.03	72.63	0	230.74	664.08	1074.18	29455	25.3	23.4	25.5	25.8	"Louisiana"	6235.397983	1283.058619	519.4142937	981.499698	841.0187588	389.9484511	231.5853506	1988.872812	NA	22
"MA"	"MA013"	1.02694060304936	1.14145884574005	0.925555243078274	0.988674790433292	1.18103338535492	1.02083358382171	1.02370403414521	0.00550685281606409	0.882178810544817	0.411268723717874	158.27507434876	1.00481182583867	1.41298538740554	0.00493129096297367	2411715	2238019	1242701	1171494	1561506	674033	113669	521474	38087	3976504	3664521	985213	4649734	0.112151361776824	0.00819122126125925	0.02444634467262	0.211885884224775	38.7876283890648	"Hampden"	"MA: Springfield"	152936	4913.56	1694.24	0	0	1084.5	4849.57	5283.63	2559.52	13.89	5.31	8.58	0	64.95	409.99	547.99	33373	20.8	32.6	26.1	20.5	"Massachusetts"	7580.677902	1718.898098	486.6037615	1578.209639	348.8968952	358.7391794	245.7397682	2843.59056	NA	25
"MA"	"MA025"	0.955138796890219	0.991916503083721	0.920559365357344	0.782859313737187	0.705755676684473	0.975363927094333	0.975084307419455	0.0567137189241117	0.781565092039563	0.526773802999649	16.5260942751399	0.955670472675456	0.947882305526295	0.00441348061894458	3786540	3528762	1616583	2916768	2003085	778866	658388	1905346	64725	4686843	5831254	1484048	7315302	0.260460333695041	0.00884789172066991	0.0900014790913622	0.202868999803426	36.0412776533354	"Suffolk"	"MA: Boston"	591166	6775.85	3510.32	0	0	2482	5491.2	6907.32	1826.15	377.48	8.1	9.52	359.86	126.94	1113.08	1097.07	48466	21.9	25.7	19.9	32.5	"Massachusetts"	7580.677902	1718.898098	486.6037615	1578.209639	348.8968952	358.7391794	245.7397682	2843.59056	NA	25
"MA"	"MA027"	0.996675897442216	1.0745275145302	0.923562214135627	0.879253618863921	0.942598437183529	0.864294501481359	1.03946555446087	0.0083676385824564	0.642363723251242	0.47374476218996	92.1941479412055	0.995511353086579	1.03964994470877	0.00387041819406605	4065714	3946397	2097589	2008546	2851410	1054566	361740	421276	33559	7195536	7246897	765214	8012111	0.0525799006029747	0.00418853408296515	0.0451491498307999	0.0955071640919603	38.6534637375843	"Worcester"	"MA: Worcester"	177721	3987.95	1733.08	0	0	1250.43	4533.25	5129.76	2263.98	26.93	4.25	22.69	0	127.09	447.92	587.58	37380	16.5	30.2	26.4	26.9	"Massachusetts"	7580.677902	1718.898098	486.6037615	1578.209639	348.8968952	358.7391794	245.7397682	2843.59056	NA	25
"MD"	"MD021"	0.905682750677929	0.937680280749719	0.874093959974916	0.870163870745146	0.893031284567409	0.751720400128283	0.962864594153648	0.00982901789465479	0.783408306507281	0.284689014282918	66.5373426296675	0.913994182024002	0.537149395177235	0.00727016436947042	1194197	1158965	652496	579339	849447	271880	106453	224667	11368	2010674	2177845	175317	2353162	0.0954745147167938	0.00483094661566012	0.0452382793874795	0.0745027329185156	37.588707874766	"Frederick"	"MD: Frederick"	59725	5644.35	3890.08	786.97	0	1606.49	5305.08	5899.63	2308.54	170.17	152.73	17.44	0	550.24	650.57	739.28	42091	12.9	30.1	27	30	"Maryland"	6572.176349	1602.230106	688.6294724	1065.50182	337.8583605	403.6679202	267.2372527	2207.051418	NA	24
"MD"	"MD510"	1.25810318560601	1.25928792393351	1.25698298351394	1.23756269181415	1.46317742579764	1.46801847639813	1.15618389399632	0.0218806006569439	1.2302150039439	0.441057223174697	63.9973703388978	1.2626109119958	0.775210458366205	0.00487205243184564	3291825	2922628	1551322	1976033	1948684	738414	166957	4058481	33431	1955584	5957234	257219	6214453	0.653071316172155	0.00537955633424213	0.0268659204599343	0.0413904490065336	37.079016286711	"66"	"MD: Baltimore"	624222	5671.49	2645.32	398.9	0	1069.69	5251.52	5952.07	1700.96	241	4.82	236.18	0	338.96	905.27	1267.7	31380	31.6	28.2	21.1	19.1	"Maryland"	6572.176349	1602.230106	688.6294724	1065.50182	337.8583605	403.6679202	267.2372527	2207.051418	NA	24
"ME"	"ME001"	1.09629790662767	1.15104050429324	1.04383439361529	1.32534001685478	1.00799991602302	1.02871585853114	1.11413193010861	0.00282000401570919	0.475455023902455	1.02188075309076	430.332390121239	1.09791221620633	0.744382351779941	0.0107911491652994	548886	527560	271696	267491	379557	157702	9721	42389	5085	1019251	1059373	17073	1076446	0.0393786590316653	0.00472387839241355	0.00903064343218331	0.0158605262131124	39.3971425412887	"Androscoggin"	"ME: Lewiston"	36536	3801.51	2209.83	0	0	1589.6	4013.83	4237.77	1437.15	17.09	17.09	0	0	169.62	403.91	932.92	29604	20.2	40.2	25.3	14.4	"Maine"	7201.510934	1557.803497	507.3616892	1769.475283	473.7163772	534.9643271	163.884691	2194.30507	NA	23
"ME"	"ME005"	0.947055295769243	1.0463929579526	0.856546511461434	0.919959081320905	0.836610991083665	0.794594986053579	0.993760906475146	0.00400333659422055	0.54888038970387	1.18392251430328	184.48817494289	0.949087118382569	0.559056403398769	0.00606426735931853	1455373	1376373	664542	709648	1037257	420299	64880	82628	11722	2672516	2780640	51106	2831746	0.0291791707307082	0.00413949556210197	0.0229116594496823	0.0180475226238512	40.2983035907882	"Cumberland"	"ME: Portland"	65702	5675.32	4110.73	0	0	2355.07	5673.83	5685	1511.5	514.1	422.13	91.97	0	877.14	567	955.21	40126	9.9	28.2	27.7	34.2	"Maine"	7201.510934	1557.803497	507.3616892	1769.475283	473.7163772	534.9643271	163.884691	2194.30507	NA	23
"MI"	"MI049"	1.15140368617883	1.16474027822915	1.13822341528368	1.18175249559027	1.4848833357833	1.22129412448193	1.11277241722216	0.00518321027974147	1.14621065710404	1.08981993696731	250.731483721628	1.14826470211197	1.4478383574253	0.00563042002050154	2197770	2046240	1164789	1037180	1446254	595787	47336	921087	31774	3243813	4114691	129319	4244010	0.217032240734588	0.00748678726016197	0.0111536023713422	0.0304709461099291	38.4735260991374	"Genesee"	"MI: Flint"	118124	8565.48	4516.8	215.04	0	742.55	8454.38	9603.79	2364.77	4032.95	41.82	345.13	3645.99	341.57	528.69	570.03	28310	16.9	33.4	33.5	16.2	"Michigan"	6629.387402	1845.274619	785.1059039	1001.137782	627.9961163	362.8033326	226.4963655	1780.573282	NA	26
"MI"	"MI081"	0.955208005092416	0.998163816699614	0.913279207039831	1.00111712738118	0.799959583479124	0.8652180118969	0.990576375015371	0.00665605429377587	0.97863279817073	1.50421152872315	119.870755816303	0.956418848887591	0.908527616078977	0.00460652917118645	3110917	2998703	1761829	1725156	1928571	694064	169657	686874	52570	5200519	5518159	591461	6109620	0.112424995335225	0.00860446312536623	0.0277688301400087	0.0968081484609517	36.2017550191338	"Kent"	"MI: Grand Rapids"	194798	4359.48	2075.29	335.05	0	782.5	4629.7	5127.9	1675.43	304.66	57.32	247.34	0	424.45	483.41	903.15	35361	15.4	28.3	30.5	25.8	"Michigan"	6629.387402	1845.274619	785.1059039	1001.137782	627.9961163	362.8033326	226.4963655	1780.573282	NA	26
"MI"	"MI099"	1.05396807655009	1.13287779916603	0.981016491074276	0.959261022968337	1.15387799444838	1.03157690238064	1.05792918776167	0.0109400270210144	0.94705881786802	1.20428491837294	99.0329192745062	1.05266050203682	1.21479408484037	0.00374053407459348	4340753	4120946	2124447	2119087	2984622	1233543	298571	798083	37313	7327732	8267449	194250	8461699	0.0943171105471844	0.00440963451902508	0.0352849941837922	0.0229563826366312	39.4741285999419	"Macomb"	"MI: Warren"	138581	4127.65	2269.19	0	0	1474.48	4498.41	4925.54	2150.17	379.89	77.15	302.74	0	333.25	548.86	356.94	34503	17.1	32.8	32.6	17.6	"Michigan"	6629.387402	1845.274619	785.1059039	1001.137782	627.9961163	362.8033326	226.4963655	1780.573282	NA	26
